거래금액,거래유형,건축년도,년,등기일자,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"      30,000", ,2013,2021, , 범어동,범어역아이위시,1,1,57.715, ,792-43,27260,19, , 
"      75,000", ,2006,2021, , 범어동,범어태왕아너스,1,4,84.9389, ,475-6,27260,8, , 
"     133,500", ,2003,2021, , 범어동,태왕유성하이빌,1,9,164.9369, ,614-3,27260,19, , 
"     148,000", ,2010,2021, , 범어동,범어삼성쉐르빌,1,9,100.9748, ,77-7,27260,13, , 
"      79,900", ,1983,2021, , 범어동,우방범어타운1,1,12,75.75, ,620,27260,4, , 
"      91,950", ,1983,2021, , 범어동,우방범어타운1,1,12,84.8, ,620,27260,5, , 
"     177,500", ,1982,2021, , 범어동,경남타운,1,15,84.55, ,320,27260,8, , 
"     100,000", ,1994,2021, , 범어동,우방청솔맨션,1,16,84.97, ,88,27260,5, , 
"     168,000", ,1987,2021, , 범어동,을지맨션,1,17,113.82, ,314-2,27260,2, , 
"      22,750", ,2013,2021, , 범어동,범어역아이위시,1,17,47.5197, ,792-43,27260,15, , 
"     120,000", ,2009,2021, , 범어동,범어역우방유쉘,1,19,120.0349, ,35-1,27260,13, , 
"     191,000", ,2009,2021, , 범어동,두산위브더제니스,1,20,137.0619, ,179,27260,37, , 
"     245,000", ,2009,2021, , 범어동,두산위브더제니스,1,20,171.4714, ,179,27260,13, , 
"     202,000", ,2009,2021, , 범어동,두산위브더제니스,1,21,143.7941, ,179,27260,11, , 
"      28,000", ,2020,2021, , 범어동,범어네거리클래시아,1,22,46.2928, ,551-7,27260,13, , 
"     133,000", ,2019,2021, , 범어동,범어센트럴푸르지오,1,23,84.993, ,2257,27260,11, , 
"     158,000", ,2009,2021, , 범어동,범어쌍용예가,1,23,159.3037, ,808,27260,7, , 
"     203,000", ,2009,2021, , 범어동,두산위브더제니스,1,24,137.0619, ,179,27260,38, , 
"      80,000", ,2006,2021, , 범어동,범어태왕아너스,1,25,84.9389, ,475-6,27260,21, , 
"     154,000", ,2019,2021, , 범어동,빌리브범어,1,26,84.9692, ,2253,27260,14, , 
"      14,500", ,2014,2021, , 범어동,범어역풀비체투인원,1,26,30.5895, ,790-10,27260,2, , 
"      81,700", ,2000,2021, , 범어동,범어청구하이츠,1,30,59.97, ,88-6,27260,17, , 
"      12,800", ,2017,2021, , 범어동,마크팰리스범어,1,31,26.8033, ,177-3,27260,5, , 
"      41,000", ,1979,2021, , 만촌동,아진,1,6,58.84, ,1025-5,27260,3, , 
"     129,000", ,2016,2021, , 만촌동,만촌3차화성파크드림,1,9,84.98, ,1479,27260,5, , 
"      69,000", ,2003,2021, , 만촌동,메트로팔레스3,1,12,84.93, ,1429,27260,5, , 
"      25,000", ,2004,2021, , 만촌동,한흥아트빌,1,14,84.765, ,1382,27260,5, , 
"      59,000", ,2003,2021, , 만촌동,메트로팔레스2,1,16,84.93, ,1356-7,27260,17, , 
"      23,500", ,1985,2021, , 만촌동,럭키골든,1,20,84.57, ,245,27260,4, , 
"     150,000", ,2018,2021, , 만촌동,수성포레힐,1,20,84.9972, ,1032-7,27260,9, , 
"      32,000", ,2016,2021, , 만촌동,만촌신동아파밀리에,1,21,84.9438, ,1480,27260,3, , 
"     149,500", ,2007,2021, , 만촌동,수성2차e-편한세상,1,22,147.432, ,1046-10,27260,3, , 
"      31,500", ,2016,2021, , 만촌동,더테라스,1,23,84.3817, ,1331-2,27260,7, , 
"      87,700", ,2016,2021, , 만촌동,만촌3차화성파크드림,1,25,59.9994, ,1479,27260,14, , 
"      80,000", ,1985,2021, , 만촌동,한도,1,25,61.86, ,868,27260,4, , 
"      23,000", ,1985,2021, , 만촌동,럭키골든,1,25,84.57, ,245,27260,3, , 
"      33,000", ,2005,2021, , 만촌동,만촌화성파크스위트,1,25,84.8923, ,272,27260,12, , 
"     117,000", ,2003,2021, , 만촌동,메트로팔레스2,1,27,176.33, ,1356-7,27260,13, , 
"      84,000", ,2006,2021, , 만촌동,만촌화성파크드림2,1,29,84.3194, ,861-8,27260,7, , 
"      48,000", ,1993,2021, , 수성동1가,오성우방,1,15,84.995, ,96-14,27260,9, , 
"      56,000", ,2005,2021, , 수성동1가,수성서한이다음,1,26,84.745, ,269-1,27260,11, , 
"     161,500", ,2009,2021, , 수성동3가,수성3가화성파크드림2단지,1,16,159.5388, ,275,27260,18, , 
"      34,200", ,1996,2021, , 수성동4가,수성보성,1,6,49.21, ,1090-6,27260,17, , 
"      39,900", ,1996,2021, , 수성동4가,쌍용화성,1,6,60, ,1090-5,27260,7, , 
"      85,000", ,2007,2021, , 수성동4가,범어삼환나우빌,1,17,84.9929, ,1005,27260,15, , 
"      17,000", ,1996,2021, , 수성동4가,우방사랑마을,1,22,34.44, ,1090-7,27260,10, , 
"      57,500", ,1996,2021, , 수성동4가,쌍용화성,1,23,84.9, ,1090-5,27260,17, , 
"      34,300", ,2002,2021, , 수성동4가,수성스위트빌(나동),1,25,81.84, ,1190-91,27260,3, , 
"      35,800", ,1996,2021, , 수성동4가,수성보성,1,27,49.21, ,1090-6,27260,14, , 
"      37,500", ,1996,2021, , 수성동4가,쌍용화성,1,28,60, ,1090-5,27260,9, , 
"      13,400", ,2000,2021, , 수성동4가,수성하이츠,1,28,30.69, ,1090-8,27260,17, , 
"      52,000", ,1996,2021, , 수성동4가,우방사랑마을,1,28,84.98, ,1090-7,27260,5, , 
"      84,000", ,1991,2021, , 황금동,신천지타운,1,1,134.79, ,272,27260,4, , 
"      76,000", ,2006,2021, , 황금동,황금동한화오벨리스크,1,7,135.6101, ,667,27260,12, , 
"     142,000", ,2006,2021, , 황금동,캐슬골드파크4단지,1,27,172.37, ,365,27260,10, , 
"      68,500", ,2004,2021, , 황금동,KOASIS,1,31,131.589, ,843-1,27260,11, , 
"      41,500", ,1980,2021, , 중동,광명프레지던트,1,12,76.41, ,411-1,27260,11, , 
"      40,000", ,1981,2021, , 중동,서울중동(1-5동),1,25,50.06, ,551-1,27260,2, , 
"      32,800", ,1987,2021, , 파동,대자연맨션1차,1,7,84.9, ,153,27260,1,21.01.08,O
"      24,000", ,1997,2021, , 파동,청구하이츠,1,9,84.95, ,296,27260,7, , 
"      33,000", ,1987,2021, , 파동,대자연맨션1차,1,14,84.9, ,153,27260,3, , 
"      37,700", ,2016,2021, , 파동,수성아이파크,1,15,69.97, ,1000,27260,4, , 
"      39,500", ,2013,2021, , 파동,수성못코오롱하늘채,1,15,59.9161, ,53,27260,11, , 
"      41,000", ,2016,2021, , 파동,수성아이파크,1,15,76.91, ,1000,27260,2, , 
"      32,200", ,2003,2021, , 파동,실리안,1,16,84.9639, ,24-9,27260,6, , 
"      38,700", ,2016,2021, , 파동,수성아이파크,1,20,69.97, ,1000,27260,5, , 
"      24,000", ,2002,2021, , 파동,경남리버파크,1,20,84.83, ,519-6,27260,6, , 
"      48,000", ,2013,2021, , 파동,수성못코오롱하늘채,1,23,84.9365, ,53,27260,5, , 
"      37,000", ,1988,2021, , 파동,대자연맨션2차,1,26,84.925, ,240,27260,3, , 
"      37,850", ,2016,2021, , 파동,수성아이파크,1,26,59.98, ,1000,27260,10, , 
"      40,500", ,2004,2021, , 파동,화성파크뷰,1,27,84.9848, ,486-1,27260,10, , 
"      49,000", ,2016,2021, , 파동,수성아이파크,1,27,84.97, ,1000,27260,13, , 
"      52,500", ,2013,2021, , 파동,수성못코오롱하늘채,1,28,84.8355, ,53,27260,6, , 
"      56,700", ,2013,2021, , 파동,수성못코오롱하늘채,1,28,101.2128, ,53,27260,2, , 
"      25,600", ,1988,2021, , 파동,대자연맨션2차,1,29,63.67, ,240,27260,2,21.01.29,O
"      53,800", ,2013,2021, , 파동,수성못코오롱하늘채,1,30,84.8355, ,53,27260,7, , 
"     105,000", ,2010,2021, , 두산동,수성SK리더스뷰,1,11,128.4958, ,113,27260,18, , 
"     119,000", ,2010,2021, , 두산동,수성SK리더스뷰,1,15,110.9656, ,113,27260,25, , 
"      65,500", ,2009,2021, , 두산동,수성화성파크드림,1,26,119.22, ,789,27260,14, , 
"      75,500", ,2009,2021, , 두산동,수성화성파크드림,1,27,119.22, ,789,27260,12, , 
"      72,500", ,2009,2021, , 두산동,수성화성파크드림,1,28,119.22, ,789,27260,20, , 
"      30,400", ,1994,2021, , 지산동,동서무학,1,3,84.92, ,359-1,27260,4, , 
"      32,400", ,1986,2021, , 지산동,목련,1,3,49.23, ,1200,27260,3, , 
"      19,000", ,1991,2021, , 지산동,지산타운,1,4,53.78, ,1288,27260,1, , 
"      43,000", ,2006,2021, , 지산동,지산화성파크드림,1,6,84.9807, ,1140-3,27260,10, , 
"      46,700", ,2006,2021, , 지산동,지산화성파크드림,1,6,84.9807, ,1140-3,27260,9, , 
"      28,000", ,2018,2021, , 지산동,(1197-20),1,7,84.9823, ,1197-20,27260,5, , 
"      19,200", ,1994,2021, , 지산동,동서무학,1,8,59.85, ,359-1,27260,21, , 
"      37,000", ,1999,2021, , 지산동,지산대우로얄,1,9,84.8375, ,1190,27260,8, , 
"      13,000", ,1991,2021, , 지산동,지산2단지,1,13,40.44, ,1234-1,27260,3,21.02.15,O
"      36,990", ,2018,2021, , 지산동,지산아이위시네이처아파트,1,13,84.142, ,1197-1,27260,15, , 
"      42,500", ,1991,2021, , 지산동,협화맨션,1,14,84.76, ,1273,27260,13, , 
"      13,000", ,1991,2021, , 지산동,지산2단지,1,14,40.44, ,1234-1,27260,13, , 
"      59,000", ,1990,2021, , 지산동,청구호반맨션,1,14,134.87, ,1208,27260,4, , 
"      24,500", ,1991,2021, , 지산동,지산서한이다음아파트,1,15,54.12, ,1297-3,27260,6, , 
"      32,000", ,1991,2021, , 지산동,서한청산맨션,1,15,84.9, ,1269-1,27260,9, , 
"      19,500", ,1995,2021, , 지산동,동산타운,1,16,84.7575, ,1204-14,27260,3, , 
"      33,600", ,1986,2021, , 지산동,목련,1,16,49.23, ,1200,27260,3, , 
"      44,000", ,1994,2021, , 지산동,동서무학,1,16,134.79, ,359-1,27260,20, , 
"      46,000", ,2006,2021, , 지산동,지산화성파크드림,1,17,84.9807, ,1140-3,27260,9, , 
"      35,000", ,1990,2021, , 지산동,청구호반맨션,1,19,116.68, ,1208,27260,1, , 
"      29,500", ,1986,2021, , 지산동,목련,1,25,42.66, ,1200,27260,1, , 
"      33,000", ,1986,2021, , 지산동,목련,1,25,49.23, ,1200,27260,4, , 
"      20,800", ,1987,2021, , 지산동,낙원(1190-2),1,27,45.48, ,1190-2,27260,3, , 
"      19,300", ,1991,2021, , 지산동,지산타운,1,27,39.68, ,1288,27260,13, , 
"      38,500", ,1991,2021, , 지산동,현대맨션,1,28,84.87, ,1272-3,27260,3, , 
"      80,000", ,1989,2021, , 지산동,녹원맨션,1,28,131.72, ,761,27260,2, , 
"      36,000", ,1991,2021, , 지산동,협화맨션,1,28,84.76, ,1273,27260,12, , 
"      19,000", ,1991,2021, , 지산동,지산2단지,1,29,54.12, ,1234-1,27260,12, , 
"      41,000", ,1991,2021, , 지산동,에덴타운,1,30,84.86, ,1272-2,27260,8, , 
"      44,700", ,1991,2021, , 지산동,우방타운,1,30,84.995, ,1271,27260,14, , 
"      69,000", ,1991,2021, , 지산동,우방타운,1,30,134.73, ,1271,27260,10, , 
"      19,900", ,1993,2021, , 범물동,삼주타운,1,4,59.91, ,1382,27260,1, , 
"      20,400", ,1995,2021, , 범물동,보성송정타운,1,4,59.96, ,697-1,27260,7, , 
"      32,600", ,1992,2021, , 범물동,범물한라창신태성맨션,1,5,71.88, ,1336,27260,11, , 
"      13,000", ,1992,2021, , 범물동,범물하이츠,1,5,34.44, ,1261,27260,7, , 
"      20,800", ,1996,2021, , 범물동,두성,1,6,59.37, ,887,27260,3, , 
"      13,000", ,1992,2021, , 범물동,범물하이츠,1,10,41.85, ,1261,27260,9, , 
"      19,400", ,1995,2021, , 범물동,보성송정타운,1,13,59.96, ,697-1,27260,17, , 
"      22,800", ,1995,2021, , 범물동,보성송정타운,1,14,59.96, ,697-1,27260,9, , 
"      23,100", ,2000,2021, , 범물동,우방미진하이츠,1,15,59.99, ,670,27260,14, , 
"      13,600", ,2000,2021, , 범물동,우방미진하이츠,1,17,42.75, ,670,27260,16, , 
"      28,000", ,1992,2021, , 범물동,서한화성타운,1,18,65.97, ,1328,27260,10, , 
"      15,500", ,1992,2021, , 범물동,범물하이츠,1,18,41.85, ,1261,27260,1, , 
"      26,800", ,1992,2021, , 범물동,범물보성타운,1,18,64.63, ,1279,27260,3, , 
"      18,500", ,1995,2021, , 범물동,보성송정타운,1,19,59.96, ,697-1,27260,11, , 
"      35,000", ,1992,2021, , 범물동,청아타운,1,20,84.995, ,1372,27260,7, , 
"      29,800", ,1992,2021, , 범물동,범물한라창신태성맨션,1,21,71.88, ,1336,27260,3, , 
"      13,800", ,2000,2021, , 범물동,우방미진하이츠,1,21,42.75, ,670,27260,19, , 
"      41,000", ,1992,2021, , 범물동,청아타운,1,23,84.995, ,1372,27260,9, , 
"      56,500", ,2000,2021, , 범물동,우방미진하이츠,1,24,164.96, ,670,27260,10, , 
"      56,200", ,2000,2021, , 범물동,우방미진하이츠,1,25,164.96, ,670,27260,6, , 
"      40,800", ,1992,2021, , 범물동,"범물에덴,신화아파트",1,25,84.94, ,1332,27260,9, , 
"       9,350", ,1999,2021, , 범물동,현대청림,1,25,33.6, ,630,27260,9, , 
"      15,000", ,2000,2021, , 범물동,우방미진하이츠,1,26,42.75, ,670,27260,9, , 
"      57,000", ,2000,2021, , 범물동,우방미진하이츠,1,28,164.96, ,670,27260,13, , 
"      15,000", ,1992,2021, , 범물동,범물하이츠,1,28,41.85, ,1261,27260,12, , 
"      14,400", ,2000,2021, , 범물동,우방미진하이츠,1,29,42.75, ,670,27260,2, , 
"      13,500", ,1992,2021, , 범물동,범물하이츠,1,29,34.44, ,1261,27260,4, , 
"      24,000", ,1995,2021, , 범물동,보성송정타운,1,30,59.96, ,697-1,27260,9, , 
"      64,000", ,2000,2021, , 범물동,우방미진하이츠,1,31,164.96, ,670,27260,20, , 
"      55,800", ,1996,2021, , 시지동,노변청구,1,1,84.86, ,486,27260,10, , 
"      32,700", ,1993,2021, , 시지동,은세계,1,2,84.46, ,141-5,27260,5, , 
"      65,000", ,2019,2021, , 시지동,고산역화성파크드림,1,4,84.8338, ,600,27260,17, , 
"      59,800", ,2019,2021, , 시지동,고산역화성파크드림,1,5,84.8338, ,600,27260,10, , 
"      58,800", ,2019,2021, , 시지동,고산역화성파크드림,1,5,84.8338, ,600,27260,5, , 
"      17,000", ,1992,2021, , 시지동,대백,1,6,59.45, ,462-2,27260,1, , 
"      61,000", ,2007,2021, , 시지동,시지태왕아너스,1,9,84.8819, ,28,27260,11, , 
"      62,000", ,2009,2021, , 시지동,시지월드메르디앙,1,11,84.9996, ,41,27260,11, , 
"      23,000", ,1996,2021, , 시지동,노변다숲,1,15,59.73, ,499,27260,4, , 
"      57,000", ,1990,2021, , 시지동,청구전원타운,1,19,116.67, ,349,27260,6, , 
"      21,000", ,1996,2021, , 시지동,노변다숲,1,20,53.3225, ,499,27260,7, , 
"      35,000", ,1996,2021, , 시지동,노변청구,1,22,59.99, ,486,27260,10, , 
"      31,900", ,1993,2021, , 시지동,은세계,1,26,84.46, ,141-5,27260,3, , 
"      55,700", ,1996,2021, , 시지동,노변청구,1,28,84.86, ,486,27260,14, , 
"      52,900", ,1990,2021, , 시지동,청구전원타운,1,29,73.02, ,349,27260,5, , 
"      38,600", ,1996,2021, , 시지동,노변청구,1,29,59.99, ,486,27260,14, , 
"      21,000", ,1993,2021, , 시지동,은세계,1,29,59.745, ,141-5,27260,12, , 
"      37,700", ,1993,2021, , 시지동,은세계,1,30,84.46, ,141-5,27260,7, , 
"      22,680", ,1996,2021, , 시지동,노변다숲,1,30,53.3225, ,499,27260,8, , 
"      22,000", ,1993,2021, , 시지동,은세계,1,30,59.745, ,141-5,27260,13, , 
"      65,500", ,2006,2021, , 매호동,한일유앤아이,1,1,119.1584, ,979-4,27260,19, , 
"      29,100", ,2000,2021, , 매호동,매호청구하이츠빌,1,1,84.995, ,721-1,27260,7,21.03.30,O
"      26,500", ,1996,2021, , 매호동,시지협화타운2,1,4,84.84, ,1055,27260,13, , 
"      28,000", ,1996,2021, , 매호동,시지서한타운2,1,5,84.82, ,997-2,27260,1, , 
"      41,000", ,2001,2021, , 매호동,태왕하이츠2,1,5,84.9886, ,1075-1,27260,16, , 
"      12,000", ,1995,2021, , 매호동,두레타운,1,6,39.9, ,1324,27260,6, , 
"      16,000", ,1996,2021, , 매호동,시지협화타운2,1,7,59.93, ,1055,27260,1, , 
"      13,500", ,1995,2021, , 매호동,두레타운,1,8,39.9, ,1324,27260,4, , 
"      14,000", ,1995,2021, , 매호동,두레타운,1,9,39.9, ,1324,27260,15, , 
"      14,800", ,1995,2021, , 매호동,두레타운,1,9,39.9, ,1324,27260,10, , 
"      26,000", ,1999,2021, , 매호동,시지매호2동서,1,9,59.93, ,1077-1,27260,7, , 
"      23,500", ,1995,2021, , 매호동,누리타운,1,11,59.97, ,1330,27260,11, , 
"      17,800", ,1995,2021, , 매호동,누리타운,1,12,59.97, ,1330,27260,1, , 
"      27,300", ,1999,2021, , 매호동,시지매호2동서,1,14,59.93, ,1077-1,27260,18, , 
"      27,600", ,1999,2021, , 매호동,시지우방하이츠,1,15,84.99, ,1033,27260,10, , 
"      19,600", ,1995,2021, , 매호동,누리타운,1,15,59.97, ,1330,27260,15, , 
"      41,200", ,1995,2021, , 매호동,매호동서타운,1,16,84.98, ,1040,27260,9, , 
"      13,900", ,1995,2021, , 매호동,두레타운,1,16,39.9, ,1324,27260,2, , 
"      64,500", ,2006,2021, , 매호동,한일유앤아이,1,18,119.1584, ,979-4,27260,10, , 
"      42,500", ,2006,2021, , 매호동,매호효성백년가약,1,18,84.9726, ,750,27260,15, , 
"      22,000", ,1996,2021, , 매호동,시지협화타운2,1,19,59.93, ,1055,27260,12, , 
"      36,300", ,1999,2021, , 매호동,시지매호2동서,1,19,84.9, ,1077-1,27260,17, , 
"      25,000", ,1995,2021, , 매호동,누리타운,1,20,59.97, ,1330,27260,8, , 
"      14,300", ,1995,2021, , 매호동,두레타운,1,22,39.9, ,1324,27260,10, , 
"      24,000", ,1996,2021, , 매호동,시지협화타운2,1,23,84.84, ,1055,27260,1, , 
"      24,500", ,1995,2021, , 매호동,매호동서타운,1,23,59.9, ,1040,27260,17, , 
"      14,300", ,1995,2021, , 매호동,두레타운,1,23,39.9, ,1324,27260,8, , 
"      18,000", ,1995,2021, , 매호동,하나타운,1,23,49.92, ,1331,27260,1, , 
"      32,100", ,1996,2021, , 매호동,시지서한타운2,1,24,84.82, ,997-2,27260,15, , 
"      73,000", ,2006,2021, , 매호동,한일유앤아이,1,25,134.0871, ,979-4,27260,14, , 
"      29,800", ,1999,2021, , 매호동,시지우방하이츠,1,25,84.99, ,1033,27260,13, , 
"      27,600", ,1999,2021, , 매호동,시지우방하이츠,1,26,84.99, ,1033,27260,16, , 
"      20,700", ,1995,2021, , 매호동,하나타운,1,26,49.92, ,1331,27260,5, , 
"      14,500", ,1995,2021, , 매호동,두레타운,1,26,39.9, ,1324,27260,9, , 
"      18,000", ,1996,2021, , 매호동,시지협화타운2,1,27,59.93, ,1055,27260,3, , 
"      28,800", ,1999,2021, , 매호동,시지우방하이츠,1,27,84.99, ,1033,27260,15, , 
"      19,600", ,1995,2021, , 매호동,누리타운,1,27,55.32, ,1330,27260,7, , 
"      17,500", ,1996,2021, , 매호동,시지협화타운2,1,28,59.93, ,1055,27260,1, , 
"      18,000", ,1996,2021, , 매호동,시지협화타운2,1,29,59.89, ,1055,27260,13, , 
"      24,500", ,1996,2021, , 매호동,시지협화타운2,1,29,79.1, ,1055,27260,10, , 
"      39,900", ,2006,2021, , 매호동,한일유앤아이,1,30,84.9925, ,979-4,27260,2, , 
"      21,600", ,1995,2021, , 매호동,하나타운,1,30,49.92, ,1331,27260,7, , 
"      13,750", ,1995,2021, , 매호동,두레타운,1,30,39.9, ,1324,27260,1, , 
"      22,300", ,1995,2021, , 매호동,매호동서타운,1,31,59.9, ,1040,27260,2, , 
"      35,000", ,1996,2021, , 사월동,사월보성,1,2,84.99, ,464,27260,17, , 
"      16,900", ,1996,2021, , 사월동,사월보성,1,2,59.97, ,464,27260,1, , 
"      41,000", ,2006,2021, , 사월동,대구시지푸르지오,1,2,84.9778, ,325,27260,19, , 
"      29,500", ,2015,2021, , 사월동,사월역파인누리1차,1,2,84.743, ,416-4,27260,7, , 
"      17,500", ,1996,2021, , 사월동,사월보성,1,4,59.97, ,464,27260,9, , 
"      33,500", ,1996,2021, , 사월동,사월보성,1,5,84.99, ,464,27260,12, , 
"      19,200", ,1996,2021, , 사월동,사월보성,1,5,59.97, ,464,27260,5, , 
"      16,900", ,1996,2021, , 사월동,사월보성,1,5,59.97, ,464,27260,7, , 
"      35,500", ,1996,2021, , 사월동,사월보성,1,6,84.99, ,464,27260,14, , 
"      18,600", ,1996,2021, , 사월동,사월보성,1,7,59.97, ,464,27260,14, , 
"      32,000", ,2004,2021, , 사월동,태왕리더스,1,8,84.93, ,510-2,27260,3, , 
"      48,000", ,2018,2021, , 사월동,시지3차서한이다음,1,9,84.97, ,650,27260,1, , 
"      18,400", ,1996,2021, , 사월동,사월보성,1,9,59.97, ,464,27260,1, , 
"      16,500", ,1996,2021, , 사월동,사월보성,1,9,59.97, ,464,27260,2, , 
"      40,300", ,2007,2021, , 사월동,시지대성유니드,1,9,97.1859, ,500,27260,16, , 
"      50,500", ,2013,2021, , 사월동,시지동화아이위시,1,9,84.8882, ,642,27260,18, , 
"      35,800", ,1996,2021, , 사월동,사월보성,1,10,84.99, ,464,27260,11, , 
"      32,000", ,2004,2021, , 사월동,태왕리더스,1,10,84.93, ,510-2,27260,5, , 
"      55,000", ,2006,2021, , 사월동,대구시지푸르지오,1,11,104.0219, ,325,27260,9, , 
"      20,000", ,1996,2021, , 사월동,사월보성,1,11,59.97, ,464,27260,14, , 
"      28,300", ,2013,2021, , 사월동,시지동화아이위시,1,12,71.6017, ,642,27260,1, , 
"      21,900", ,1996,2021, , 사월동,사월보성,1,15,59.97, ,464,27260,19, , 
"      64,500", ,2013,2021, , 사월동,시지한신휴플러스,1,16,126.4774, ,645,27260,8, , 
"      52,000", ,1996,2021, , 사월동,사월보성,1,16,134.96, ,464,27260,14, , 
"      18,000", ,1996,2021, , 사월동,사월보성,1,16,59.97, ,464,27260,5, , 
"      22,300", ,1996,2021, , 사월동,사월보성,1,17,59.97, ,464,27260,9, , 
"      18,700", ,1996,2021, , 사월동,사월보성,1,17,59.97, ,464,27260,6, , 
"      30,900", ,2004,2021, , 사월동,태왕리더스,1,18,84.93, ,510-2,27260,2, , 
"      20,000", ,1996,2021, , 사월동,사월보성,1,20,59.97, ,464,27260,12, , 
"      32,800", ,2004,2021, , 사월동,태왕리더스,1,21,84.93, ,510-2,27260,9, , 
"      41,700", ,2013,2021, , 사월동,시지동화아이위시,1,21,84.8882, ,642,27260,14, , 
"      26,000", ,2004,2021, , 사월동,태왕리더스,1,22,84.93, ,510-2,27260,2, , 
"      26,000", ,2004,2021, , 사월동,태왕리더스,1,22,84.93, ,510-2,27260,2,21.02.09,O
"      35,000", ,2004,2021, , 사월동,태왕리더스,1,22,84.93, ,510-2,27260,15,21.03.09,O
"      40,000", ,2013,2021, , 사월동,시지동화아이위시,1,23,84.9346, ,642,27260,9, , 
"      16,800", ,1996,2021, , 사월동,사월보성,1,23,59.97, ,464,27260,2, , 
"      54,500", ,2018,2021, , 사월동,시지3차서한이다음,1,23,84.95, ,650,27260,13, , 
"      20,900", ,1996,2021, , 사월동,사월보성,1,24,59.97, ,464,27260,7, , 
"      56,000", ,1996,2021, , 사월동,사월보성,1,24,134.96, ,464,27260,11, , 
"      60,000", ,2013,2021, , 사월동,시지한신휴플러스,1,25,125.756, ,645,27260,13, , 
"      18,000", ,1996,2021, , 사월동,사월보성,1,26,59.97, ,464,27260,20, , 
"      55,000", ,2018,2021, , 사월동,시지3차서한이다음,1,26,84.97, ,650,27260,8, , 
"      19,500", ,1996,2021, , 사월동,사월보성,1,28,59.97, ,464,27260,19, , 
"      33,800", ,2004,2021, , 사월동,태왕리더스,1,29,84.93, ,510-2,27260,8,21.02.20,O
"      36,000", ,2004,2021, , 사월동,태왕리더스,1,29,84.93, ,510-2,27260,15, , 
"      39,000", ,2013,2021, , 사월동,시지동화아이위시,1,31,84.8882, ,642,27260,2, , 
"      20,100", ,1995,2021, , 신매동,시지청솔타운,1,2,54.99, ,580,27260,6, , 
"      63,000", ,2006,2021, , 신매동,사월화성파크드림(2단지),1,3,84.9999, ,46,27260,8, , 
"      14,300", ,1997,2021, , 신매동,신매보성타운,1,4,46.61, ,245,27260,8, , 
"      27,000", ,1994,2021, , 신매동,시지삼주한라협화,1,4,59.88, ,570,27260,13, , 
"      23,500", ,1994,2021, , 신매동,시지태성맨션,1,5,59.96, ,581,27260,8, , 
"      83,800", ,2008,2021, , 신매동,시지효성백년가약2단지,1,6,84.932, ,30-6,27260,17, , 
"      51,000", ,2006,2021, , 신매동,사월화성파크드림(1단지),1,6,84.9999, ,10-14,27260,5, , 
"      44,500", ,2006,2021, , 신매동,한라하우젠트,1,7,84.9639, ,10-31,27260,10, , 
"      32,000", ,1994,2021, , 신매동,천마타운,1,8,84.99, ,579,27260,1, , 
"      19,000", ,1994,2021, , 신매동,시지삼주한라협화,1,8,59.88, ,570,27260,1, , 
"      39,000", ,2006,2021, , 신매동,한라하우젠트,1,8,84.9639, ,10-31,27260,12, , 
"      51,700", ,2006,2021, , 신매동,사월화성파크드림(1단지),1,10,84.9999, ,10-14,27260,17, , 
"      26,000", ,1994,2021, , 신매동,시지대백신화창신맨션,1,11,60, ,569,27260,8, , 
"      24,000", ,1997,2021, , 신매동,신매우방타운,1,12,84.93, ,246,27260,2, , 
"      20,700", ,1995,2021, , 신매동,시지청솔타운,1,12,57.39, ,580,27260,14, , 
"      22,000", ,1995,2021, , 신매동,시지청솔타운,1,14,57.39, ,580,27260,8, , 
"      55,200", ,2009,2021, , 신매동,유성푸르나임르노블,1,14,111.125, ,57-17,27260,18, , 
"      26,800", ,1994,2021, , 신매동,시지대백신화창신맨션,1,17,59.88, ,569,27260,14, , 
"      20,000", ,1995,2021, , 신매동,시지청솔타운,1,18,57.39, ,580,27260,2, , 
"      25,200", ,1994,2021, , 신매동,시지대백신화창신맨션,1,18,60, ,569,27260,5, , 
"      15,000", ,1997,2021, , 신매동,신매보성타운,1,18,46.61, ,245,27260,2, , 
"      62,500", ,2006,2021, , 신매동,사월화성파크드림(2단지),1,19,84.9999, ,46,27260,12, , 
"      23,000", ,1994,2021, , 신매동,시지대백신화창신맨션,1,20,59.75, ,569,27260,1, , 
"      51,000", ,1994,2021, , 신매동,천마타운,1,20,84.99, ,579,27260,12, , 
"      13,400", ,1997,2021, , 신매동,신매우방타운,1,20,35.7, ,246,27260,8, , 
"      22,000", ,1994,2021, , 신매동,시지대백신화창신맨션,1,22,59.88, ,569,27260,11, , 
"      18,700", ,1994,2021, , 신매동,시지태성맨션,1,23,59.96, ,581,27260,2, , 
"      63,000", ,2009,2021, , 신매동,유성푸르나임르노블,1,23,110.4618, ,57-17,27260,5, , 
"      34,200", ,1997,2021, , 신매동,신매보성타운,1,23,84.99, ,245,27260,11, , 
"     102,000", ,2008,2021, , 신매동,시지효성백년가약1단지,1,23,147.008, ,30-5,27260,4, , 
"      32,500", ,1994,2021, , 신매동,두성,1,24,84.97, ,595,27260,9, , 
"      27,000", ,1994,2021, , 신매동,시지삼주한라협화,1,25,59.88, ,570,27260,6, , 
