거래금액,거래유형,건축년도,년,등기일자,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"      30,000",중개거래,2004,2021, , 상동,리버아크로파트,12,31,84.9118,대구 수성구,206-17,27260,4,22.02.22,O
"      39,000",직거래,2005,2021, , 파동,태왕리더스,12,16,84.9612, ,197-1,27260,19, , 
"      30,000",직거래,1987,2021, , 파동,대자연맨션1차,12,20,84.9, ,153,27260,1, , 
"      37,000",중개거래,2005,2021, , 파동,태왕리더스,12,22,84.9612,대구 수성구,197-1,27260,12, , 
"      27,000",중개거래,1987,2021, , 파동,대자연맨션1차,12,23,63.79,대구 수성구,153,27260,3, , 
"      32,000",중개거래,2003,2021, , 파동,실리안,12,30,84.9639,대구 수성구,24-9,27260,13, , 
"     132,800",중개거래,2010,2021, , 두산동,수성SK리더스뷰,12,7,111.0113,대구 수성구,113,27260,25, , 
"      98,000",중개거래,2007,2021, , 두산동,대우트럼프월드수성,12,11,116.27,대구 수성구,105,27260,11, , 
"     260,000",중개거래,2010,2021, , 두산동,수성SK리더스뷰,12,28,177.1983,"대구 동구, 대구 수성구",113,27260,55, , 
"      35,000",중개거래,1991,2021, , 지산동,서한청산맨션,12,10,84.9,대구 수성구,1269-1,27260,14, , 
"      20,700",직거래,1991,2021, , 지산동,지산서한이다음아파트,12,17,54.12, ,1297-3,27260,6,21.12.20,O
"      20,700",직거래,1991,2021, , 지산동,지산서한이다음아파트,12,17,54.12, ,1297-3,27260,6, , 
"      24,000",중개거래,1991,2021, , 지산동,지산2단지,12,22,59.97,"대구 수성구, 부산 동구",1234-1,27260,6, , 
"      26,700",중개거래,1991,2021, , 지산동,지산한라타운,12,25,59.85,대구 수성구,1275,27260,1, , 
"      25,300",중개거래,1991,2021, , 지산동,지산2단지,12,28,59.56,"대구 달서구, 대구 수성구",1234-1,27260,11, , 
"      24,000",중개거래,2000,2021, , 범물동,우방미진하이츠,12,4,59.99,대구 수성구,670,27260,1, , 
"      39,000",중개거래,1992,2021, , 범물동,청아타운,12,9,84.995,대구 수성구,1372,27260,8, , 
"      32,000",중개거래,1999,2021, , 범물동,현대청림,12,13,84.98,대구 수성구,630,27260,5, , 
"      59,500",직거래,1992,2021, , 범물동,청구타운,12,17,134.49, ,1281,27260,13, , 
"      68,000",중개거래,2007,2021, , 범물동,수성범물인앤인,12,20,155.05,대구 수성구,634,27260,5,22.04.28,O
"      37,800",중개거래,1992,2021, , 범물동,청아타운,12,28,84.995,"대구 남구, 대구 수성구",1372,27260,2, , 
"      35,000",직거래,1992,2021, , 시지동,대백,12,11,84.985, ,462-2,27260,17, , 
"      58,000",중개거래,2008,2021, , 시지동,아이프라임시지,12,16,84.9199,대구 수성구,262,27260,13, , 
"      45,000",중개거래,1993,2021, , 시지동,은세계,12,28,84.46,대구 수성구,141-5,27260,19, , 
"      21,000",중개거래,1996,2021, , 매호동,시지서한타운2,12,4,59.87,대구 수성구,997-2,27260,6, , 
"      25,750",중개거래,1999,2021, , 매호동,시지매호2동서,12,4,59.93,대구 수성구,1077-1,27260,1, , 
"      41,700",중개거래,1999,2021, , 매호동,시지매호2동서,12,7,84.9,대구 수성구,1077-1,27260,10, , 
"      18,000",중개거래,1995,2021, , 매호동,하나타운,12,11,45.69,대구 수성구,1331,27260,2, , 
"      32,300",중개거래,1996,2021, , 매호동,시지협화타운2,12,15,84.84,대구 수성구,1055,27260,8, , 
"      44,150",중개거래,2006,2021, , 매호동,한일유앤아이,12,17,84.9925,대구 수성구,979-4,27260,19, , 
"      44,150",중개거래,2006,2021, , 매호동,한일유앤아이,12,17,84.9925,대구 수성구,979-4,27260,19,22.02.10,O
"      28,000",중개거래,1996,2021, , 매호동,시지협화타운2,12,21,84.84,대구 수성구,1055,27260,3, , 
"      15,000",직거래,1995,2021, , 매호동,하나타운,12,28,49.92, ,1331,27260,15, , 
"      19,900",중개거래,1995,2021, , 매호동,하나타운,12,29,45.69,대구 수성구,1331,27260,7, , 
"      18,700",중개거래,1996,2021, , 사월동,사월보성,12,3,59.97,대구 수성구,464,27260,17, , 
"      38,000",중개거래,2013,2021, , 사월동,시지동화아이위시,12,4,71.6017,"경북 경산시, 대구 수성구",642,27260,13, , 
"      48,500",중개거래,2013,2021, , 사월동,시지한신휴플러스,12,4,84.7139,대구 수성구,645,27260,2, , 
"      18,300",중개거래,1996,2021, , 사월동,사월보성,12,4,59.97,대구 수성구,464,27260,16, , 
"      32,000",직거래,2004,2021, , 사월동,태왕리더스,12,13,84.93, ,510-2,27260,6, , 
"      55,000",중개거래,1996,2021, , 사월동,사월보성,12,21,134.96,대구 수성구,464,27260,3, , 
"      37,300",중개거래,2007,2021, , 사월동,시지대성유니드,12,21,97.1859,대구 수성구,500,27260,9, , 
"      29,000",직거래,2017,2021, , 사월동,사월역파인누리2차201동,12,23,84.75, ,433-3,27260,6, , 
"      18,500",중개거래,1996,2021, , 사월동,사월보성,12,25,59.97,대구 수성구,464,27260,17, , 
"      21,500",중개거래,1995,2021, , 신매동,시지청솔타운,12,7,59.91,대구 수성구,580,27260,12, , 
"      28,800",중개거래,1994,2021, , 신매동,시지대백신화창신맨션,12,11,59.88,대구 수성구,569,27260,13, , 
"      24,900",중개거래,1994,2021, , 신매동,시지대백신화창신맨션,12,20,59.75,대구 수성구,569,27260,2, , 
"      14,000",직거래,1994,2021, , 신매동,시지대백신화창신맨션,12,24,59.75, ,569,27260,1, , 
"      21,250",중개거래,1995,2021, , 신매동,시지청솔타운,12,25,59.91,대구 수성구,580,27260,14, , 
"     102,500",중개거래,2008,2021, , 신매동,시지효성백년가약2단지,12,25,123.225,대구 수성구,30-6,27260,8, , 
"      60,000",직거래,2009,2021, , 신매동,유성푸르나임르노블,12,28,111.125, ,57-17,27260,3, , 
"      50,500",중개거래,2004,2021, , 욱수동,시지5태왕하이츠,12,11,84.7132,대구 수성구,130,27260,15, , 
"      29,400", ,2017,2021, , 신암동,동양블루스카이,1,4,84.9729, ,348-1,27140,8, , 
"      23,800", ,2003,2021, , 신암동,부림,1,7,84.68, ,327-2,27140,6, , 
"      25,500", ,2003,2021, , 신암동,신암그린타운,1,8,52.8146, ,461-1,27140,17, , 
"      32,070", ,1981,2021, , 신암동,경대,1,9,62.3, ,666-10,27140,4,21.02.26,O
"      26,000", ,2003,2021, , 신암동,삼승월드타워빌,1,9,82.85, ,250-4,27140,7, , 
"       9,800", ,1992,2021, , 신암동,강남,1,9,26.41, ,483-3,27140,8, , 
"      25,700", ,2015,2021, , 신암동,에스지펠리체,1,9,78.58, ,351-12,27140,3, , 
"      38,500", ,1985,2021, , 신암동,보성1차,1,12,81.2, ,622,27140,5, , 
"      35,700", ,2003,2021, , 신암동,신암그린타운,1,14,84.8529, ,461-1,27140,15, , 
"      23,000", ,1992,2021, , 신암동,동림,1,14,132.02, ,258-16,27140,1, , 
"      25,700", ,2003,2021, , 신암동,신암그린타운,1,14,52.8146, ,461-1,27140,18, , 
"      26,100", ,2017,2021, , 신암동,뉴그린스카이,1,15,82.2, ,364,27140,3, , 
"      27,000", ,2016,2021, , 신암동,신암주택탑팰리스,1,16,83.3485, ,287-4,27140,8, , 
"      38,950", ,2005,2021, , 신암동,신암뜨란채,1,16,84.95, ,766,27140,18, , 
"      26,000", ,2005,2021, , 신암동,신암건영캐스빌,1,19,58.61, ,194-1,27140,15, , 
"      21,000", ,2001,2021, , 신암동,이스트캐슬,1,20,84.95, ,346-1,27140,2, , 
"      37,200", ,2005,2021, , 신암동,신암뜨란채,1,21,84.95, ,766,27140,12, , 
"      50,000", ,2003,2021, , 신암동,마이홈,1,22,84.77, ,161-1,27140,4, , 
"      16,900", ,1992,2021, , 신암동,강남,1,22,59.745, ,483-3,27140,12, , 
"      31,300", ,2005,2021, , 신암동,신암건영캐스빌,1,23,58.61, ,194-1,27140,12, , 
"      31,300", ,2005,2021, , 신암동,신암건영캐스빌,1,23,58.61, ,194-1,27140,12,21.02.25,O
"      27,400", ,2005,2021, , 신암동,신암건영캐스빌,1,23,58.61, ,194-1,27140,6, , 
"       9,400", ,1975,2021, , 신암동,73신암시영,1,25,37.82, ,193-1,27140,1, , 
"      24,400", ,1998,2021, , 신암동,진로2이스트,1,25,84.9, ,373-1,27140,5, , 
"      27,000", ,2005,2021, , 신암동,신암건영캐스빌,1,25,83.718, ,194-1,27140,2, , 
"      28,400", ,2016,2021, , 신암동,신암주택탑팰리스,1,26,83.3485, ,287-4,27140,7, , 
"      27,400", ,2015,2021, , 신암동,동대구파크뷰,1,27,84.9459, ,207-12,27140,10, , 
"      21,500", ,2003,2021, , 신암동,청산드림뷰1,1,29,93.16, ,250-6,27140,2, , 
"      12,000", ,1975,2021, , 신암동,73신암시영,1,29,49.12, ,193-1,27140,1, , 
"      24,400", ,2006,2021, , 신암동,에스디아이프라임,1,30,59.756, ,251-1,27140,1, , 
"      43,500", ,2018,2021, , 신천동,동대구반도유보라,1,2,59.9327, ,1507,27140,8, , 
"      18,000", ,2002,2021, , 신천동,부국타워,1,7,59.8, ,302-7,27140,8, , 
"      29,500", ,2011,2021, , 신천동,신천휴먼시아6단지,1,7,51.85, ,622,27140,20, , 
"      26,000", ,2007,2021, , 신천동,동대구삼환나우빌,1,7,60.058, ,45-3,27140,8,21.02.26,O
"      50,000", ,2013,2021, , 신천동,신천자이,1,7,76.51, ,1503,27140,17, , 
"      19,700", ,1998,2021, , 신천동,신천주공2,1,7,49.84, ,630,27140,17, , 
"      18,450", ,1997,2021, , 신천동,신천가람타운,1,7,52.02, ,551-23,27140,20, , 
"      26,000", ,2007,2021, , 신천동,동대구삼환나우빌,1,7,60.058, ,45-3,27140,8, , 
"      35,000", ,1996,2021, , 신천동,우방푸른타운,1,8,114.81, ,645-1,27140,10, , 
"      13,000", ,2014,2021, , 신천동,동대구유성푸르나임,1,8,27.47, ,292-6,27140,19, , 
"      36,000", ,2010,2021, , 신천동,신천청아람,1,9,59.6724, ,200-1,27140,12, , 
"      13,400", ,1974,2021, , 신천동,광산,1,12,65.16, ,307-1,27140,2, , 
"       7,000", ,2015,2021, , 신천동,신천역까사밀라102동,1,15,23.37, ,538-15,27140,4, , 
"      21,000", ,1996,2021, , 신천동,동신우방,1,16,59.854, ,633,27140,16, , 
"      19,000", ,1993,2021, , 신천동,송라,1,16,59.75, ,1414,27140,5, , 
"      36,500", ,2007,2021, , 신천동,동대구삼환나우빌,1,16,84.9739, ,45-3,27140,13, , 
"      37,200", ,2011,2021, , 신천동,신천휴먼시아6단지,1,16,59.91, ,622,27140,8, , 
"      40,500", ,2007,2021, , 신천동,벽산e-솔렌스힐,1,16,84.6953, ,100,27140,22, , 
"      16,900", ,1989,2021, , 신천동,신천LH,1,16,45.68, ,556-1,27140,10, , 
"      15,500", ,1998,2021, , 신천동,신천주공2,1,18,39.84, ,630,27140,12, , 
"      21,500", ,1996,2021, , 신천동,동신우방,1,18,59.854, ,633,27140,4, , 
"      21,400", ,1996,2021, , 신천동,우방푸른타운,1,18,58.83, ,645-1,27140,7, , 
"      19,900", ,1989,2021, , 신천동,신천LH,1,19,60, ,556-1,27140,2, , 
"      17,400", ,2002,2021, , 신천동,부국타워,1,20,59.8, ,302-7,27140,7, , 
"      19,800", ,1996,2021, , 신천동,우방푸른타운,1,21,58.83, ,645-1,27140,13, , 
"      20,300", ,1996,2021, , 신천동,동신우방,1,24,59.854, ,633,27140,9, , 
"      30,000", ,1981,2021, , 신천동,코스모스,1,25,46.985, ,499-1,27140,1, , 
"      72,500", ,2008,2021, , 신천동,두산위브,1,28,122.5, ,850,27140,4, , 
"      35,000", ,2017,2021, , 신천동,오성파크2차,1,28,84.2613, ,101-4,27140,19, , 
"      32,000", ,1980,2021, , 신천동,광명,1,30,52.02, ,492,27140,1, , 
"      18,800", ,2003,2021, , 효목동,태왕메트로시티,1,5,59.85, ,337,27140,7, , 
"      14,600", ,1981,2021, , 효목동,럭키3,1,5,59.39, ,591,27140,2, , 
"      27,500", ,2003,2021, , 효목동,태왕메트로시티,1,6,84.92, ,337,27140,14, , 
"      11,500", ,1980,2021, , 효목동,럭키2,1,6,56.46, ,581,27140,4, , 
"      29,900", ,2003,2021, , 효목동,태왕메트로시티,1,7,84.92, ,337,27140,14, , 
"      20,380", ,2003,2021, , 효목동,태왕메트로시티,1,10,59.85, ,337,27140,15, , 
"      19,500", ,2003,2021, , 효목동,태왕메트로시티,1,11,59.85, ,337,27140,8, , 
"      15,000", ,1980,2021, , 효목동,효목우방(499),1,13,63.47, ,499,27140,2, , 
"      26,800", ,1998,2021, , 효목동,진로이스트타운,1,15,59.79, ,55,27140,12, , 
"      17,800", ,2003,2021, , 효목동,태왕메트로시티,1,15,59.85, ,337,27140,2, , 
"      31,800", ,2003,2021, , 효목동,태왕메트로시티,1,16,84.92, ,337,27140,9, , 
"      18,750", ,2003,2021, , 효목동,태왕메트로시티,1,16,59.85, ,337,27140,3,21.02.19,O
"      20,700", ,2003,2021, , 효목동,태왕메트로시티,1,16,59.85, ,337,27140,9, , 
"      44,500", ,2003,2021, , 효목동,태왕메트로시티,1,19,134.98, ,337,27140,13, , 
"      20,000", ,2003,2021, , 효목동,태왕메트로시티,1,22,59.85, ,337,27140,10, , 
"      26,500", ,2016,2021, , 효목동,DH아인스,1,25,84.302, ,354-2,27140,4,21.03.08,O
"      19,100", ,2003,2021, , 효목동,태왕메트로시티,1,26,59.85, ,337,27140,5, , 
"      20,000", ,2003,2021, , 효목동,태왕메트로시티,1,29,59.85, ,337,27140,11, , 
"      20,700", ,2003,2021, , 효목동,태왕메트로시티,1,30,59.85, ,337,27140,6, , 
"      47,000", ,2013,2021, , 봉무동,대구이시아폴리스더샵3차,1,1,84.89, ,1530,27140,13, , 
"      19,500", ,2001,2021, , 봉무동,봉무청구새들마을,1,8,59.87, ,245,27140,11, , 
"      53,500", ,2013,2021, , 봉무동,대구이시아폴리스더샵3차,1,8,96.86, ,1530,27140,20, , 
"      42,000", ,2018,2021, , 봉무동,협성휴포레이시아폴리스,1,9,84.929, ,1537,27140,3, , 
"      45,000", ,2013,2021, , 봉무동,대구이시아폴리스더샵2차,1,15,110.25, ,1522,27140,1, , 
"      60,000", ,2013,2021, , 봉무동,대구이시아폴리스더샵3차,1,16,128.76, ,1530,27140,1, , 
"      51,000", ,2018,2021, , 봉무동,협성휴포레이시아폴리스,1,19,84.9737, ,1537,27140,14, , 
"      48,000", ,2013,2021, , 봉무동,대구이시아폴리스더샵3차,1,23,84.94, ,1530,27140,3, , 
"      26,200", ,2001,2021, , 봉무동,봉무청구새들마을,1,23,84.995, ,245,27140,10, , 
"      49,900", ,2013,2021, , 봉무동,대구이시아폴리스더샵3차,1,26,84.94, ,1530,27140,2, , 
"      49,800", ,2013,2021, , 봉무동,대구이시아폴리스더샵2차,1,29,84.98, ,1522,27140,18, , 
"      19,500", ,2001,2021, , 봉무동,봉무청구새들마을,1,29,59.87, ,245,27140,18, , 
"      18,600", ,2001,2021, , 봉무동,봉무청구새들마을,1,30,59.87, ,245,27140,17, , 
"      56,800", ,2012,2021, , 봉무동,대구이시아폴리스더샵1차,1,30,101.939, ,1524,27140,15, , 
"      34,500", ,2016,2021, , 불로동,불로서한이다음,1,8,84.01, ,962,27140,9, , 
"      21,900", ,1993,2021, , 불로동,불로우방맨션,1,11,84.955, ,959,27140,1, , 
"      25,500", ,2016,2021, , 불로동,불로서한이다음,1,13,71.84, ,962,27140,1, , 
"      10,800", ,1995,2021, , 불로동,제림빌리지,1,14,49.47, ,1021,27140,11, , 
"      32,200", ,2016,2021, , 불로동,불로서한이다음,1,15,84.01, ,962,27140,5, , 
"      14,900", ,1995,2021, , 불로동,제림빌리지,1,22,59.78, ,1021,27140,5, , 
"      26,300", ,2016,2021, , 불로동,불로서한이다음,1,28,71.84, ,962,27140,11, , 
"      16,500", ,1993,2021, , 불로동,불로강변타운,1,28,59.86, ,1039,27140,1, , 
"      11,000", ,1990,2021, , 도동,에덴공항3,1,5,59.95, ,20-5,27140,5, , 
"       7,800", ,1990,2021, , 도동,에덴공항3,1,28,51.54, ,20-5,27140,5, , 
"      19,000", ,1995,2021, , 지저동,제림햇빛촌,1,4,70.92, ,779-1,27140,10, , 
"      15,700", ,1986,2021, , 지저동,팔공,1,5,51.03, ,757-5,27140,4, , 
"      14,900", ,2002,2021, , 지저동,부민스위트빌아파트,1,5,55.5373, ,711,27140,5, , 
"      16,300", ,1995,2021, , 지저동,제림햇빛촌,1,7,59.78, ,779-1,27140,11, , 
"      26,000", ,2016,2021, , 지저동,비아리츠아파트,1,14,82.5611, ,666-2,27140,10, , 
"      33,000", ,2017,2021, , 지저동,태왕아너스리버파크2차,1,23,84.3926, ,932,27140,6, , 
"      16,900", ,1995,2021, , 지저동,제림햇빛촌,1,26,59.955, ,779-1,27140,6, , 
"      17,200", ,1995,2021, , 지저동,제림햇빛촌,1,26,59.78, ,779-1,27140,7, , 
"      34,300", ,2016,2021, , 지저동,태왕아너스리버파크,1,28,84.2341, ,931,27140,4, , 
"      39,400", ,2017,2021, , 검사동,동촌역태왕아너스르네상스,1,7,72.8933, ,1111,27140,10, , 
"      18,400", ,1985,2021, , 검사동,문화,1,11,49.77, ,1021,27140,3, , 
"      24,400", ,2016,2021, , 검사동,동촌역품안애아파트101동,1,11,83.7661, ,756-429,27140,3, , 
"      15,000", ,1985,2021, , 검사동,문화,1,16,49.77, ,1021,27140,2, , 
"      22,400", ,2015,2021, , 검사동,강동태명빌,1,20,84.5682, ,756-405,27140,10,21.03.26,O
"      29,000", ,2006,2021, , 검사동,강가에,1,24,81.93, ,984-34,27140,13, , 
"      22,500", ,2001,2021, , 검사동,강변마을(102동),1,24,84.92, ,1027-19,27140,9, , 
"      25,000", ,2015,2021, , 검사동,효성그린밸리,1,25,84.37, ,756-452,27140,4, , 
"      23,000", ,2015,2021, , 검사동,이스트뷰파크,1,29,73.9706, ,1000-39,27140,10, , 
"      41,500", ,2017,2021, , 검사동,동촌역태왕아너스르네상스,1,31,75.8761, ,1111,27140,8, , 
"      19,800", ,1996,2021, , 방촌동,우방강촌마을1,1,8,59.98, ,1084-30,27140,8, , 
"      20,900", ,2003,2021, , 방촌동,해들목마을,1,9,84.7807, ,1119-91,27140,7, , 
"      19,500", ,1998,2021, , 방촌동,우방강촌마을2,1,11,59.99, ,1119-100,27140,1, , 
"      19,500", ,1996,2021, , 방촌동,우방강촌마을1,1,12,59.98, ,1084-30,27140,7, , 
"      24,000", ,2007,2021, , 방촌동,방촌유선아덴힐즈,1,13,84.63, ,1002-2,27140,12, , 
"      42,000", ,2000,2021, , 방촌동,영남네오빌,1,19,134.9903, ,1050-71,27140,5, , 
"      31,250", ,1997,2021, , 방촌동,보성강남타운,1,20,84.95, ,1119-5,27140,4, , 
"      20,000", ,1992,2021, , 방촌동,방촌청구타운,1,23,84.9, ,1084-13,27140,1, , 
"      15,000", ,1988,2021, , 방촌동,무궁화,1,23,42.21, ,1067-1,27140,3, , 
"      17,000", ,1993,2021, , 방촌동,현대주택방촌맨션,1,23,59.985, ,1119-1,27140,1,21.02.24,O
"      14,500", ,1992,2021, , 방촌동,방촌우방맨션,1,23,59.94, ,1084-28,27140,6,21.03.20,O
"      22,000", ,2007,2021, , 방촌동,방촌유선아덴힐즈,1,26,84.63, ,1002-2,27140,13, , 
"      11,500", ,1988,2021, , 방촌동,무궁화,1,27,42.21, ,1067-1,27140,1, , 
"      30,500", ,2006,2021, , 방촌동,방촌청구제네스,1,30,84.7767, ,1084-207,27140,8, , 
"      26,400", ,2000,2021, , 방촌동,영남네오빌,1,30,59.7742, ,1050-71,27140,14, , 
"      25,500", ,2006,2021, , 방촌동,방촌청구제네스,1,30,84.7767, ,1084-207,27140,3, , 
"      25,200", ,2016,2021, , 서호동,효성노블시티,1,18,84.34, ,7-15,27140,13, , 
"       5,000", ,2011,2021, , 서호동,골든캐슬A,1,22,21.42, ,9-16,27140,7, , 
"      24,300", ,2016,2021, , 서호동,효성노블시티,1,30,84.59, ,7-15,27140,12, , 
"      28,000", ,2020,2021, , 동호동,동호센트럴파크,1,30,83.73, ,96-2,27140,12, , 
"      22,500", ,1988,2021, , 신기동,신기모란3차,1,2,59.46, ,557,27140,1, , 
"      19,800", ,1988,2021, , 신기동,신기모란3차,1,8,49.98, ,557,27140,4, , 
"      17,000", ,2004,2021, , 신기동,신기메디오스,1,12,84.985, ,30-2,27140,2, , 
"      17,300", ,2004,2021, , 신기동,신기메디오스,1,13,84.985, ,30-2,27140,1, , 
"      21,500", ,1990,2021, , 신기동,화성,1,13,59.77, ,576-1,27140,5, , 
"      19,800", ,2013,2021, , 신기동,율하아이리스,1,21,81.87, ,160-91,27140,7, , 
"      21,800", ,1988,2021, , 신기동,신기모란3차,1,23,59.46, ,557,27140,4, , 
"      22,900", ,1988,2021, , 신기동,신기모란3차,1,24,49.98, ,557,27140,1, , 
"      22,500", ,1990,2021, , 신기동,화성,1,31,47.17, ,576-1,27140,3, , 
"      55,500", ,2015,2021, , 율하동,율하롯데캐슬TOPCLASS,1,2,98.5953, ,1216,27140,12, , 
"      21,500", ,1997,2021, , 율하동,율하뜨란채,1,5,59.99, ,1020,27140,4, , 
"      31,000", ,2009,2021, , 율하동,율하센트럴파크9단지,1,8,84.64, ,1448,27140,7, , 
"      49,200", ,2010,2021, , 율하동,율하리버파크뷰,1,8,125.2, ,1410,27140,2, , 
"      60,000", ,2010,2021, , 율하동,율하리버파크뷰,1,9,150.9, ,1410,27140,1, , 
"      34,500", ,2013,2021, , 율하동,우방아이유쉘,1,11,84.9917, ,1093,27140,8, , 
"      35,000", ,2009,2021, , 율하동,경남모직안아주,1,15,59.9749, ,1228,27140,13, , 
"      40,700", ,2009,2021, , 율하동,율하리버파크,1,16,84.64, ,1412,27140,13, , 
"      37,000", ,2013,2021, , 율하동,우방아이유쉘,1,19,84.9868, ,1093,27140,1, , 
"      40,500", ,2013,2021, , 율하동,우방아이유쉘,1,22,84.9868, ,1093,27140,8, , 
"      40,500", ,2013,2021, , 율하동,우방아이유쉘,1,24,84.9868, ,1093,27140,4, , 
"      38,500", ,2009,2021, , 율하동,율하리버파크,1,27,84.64, ,1412,27140,8, , 
"      39,200", ,2013,2021, , 율하동,우방아이유쉘,1,28,84.9868, ,1093,27140,5, , 
"      41,500", ,2013,2021, , 율하동,우방아이유쉘,1,30,84.9868, ,1093,27140,11, , 
"      19,200", ,1999,2021, , 용계동,강변동서마을,1,2,59.91, ,467-1,27140,10, , 
"      21,700", ,1999,2021, , 용계동,강변동서마을,1,11,76.27, ,467-1,27140,2, , 
"      24,800", ,1989,2021, , 용계동,백자,1,13,84.81, ,422,27140,1, , 
"      24,000", ,1989,2021, , 용계동,백자,1,23,84.81, ,422,27140,2, , 
"      15,300", ,2000,2021, , 용계동,용계삼산타운,1,25,59.91, ,728-1,27140,13, , 
"      30,000", ,1999,2021, , 용계동,강변동서마을,1,27,106.74, ,467-1,27140,14, , 
"      16,500", ,1995,2021, , 각산동,안심효성타운,1,1,73.36, ,383-1,27140,9, , 
"      24,400", ,2017,2021, , 각산동,대구혁신엘에이치4단지,1,2,59.75, ,1054,27140,9, , 
"      25,000", ,2017,2021, , 각산동,대구혁신엘에이치4단지,1,2,59.75, ,1054,27140,6, , 
"      38,400", ,2009,2021, , 각산동,각산태영데시앙,1,2,125.2206, ,905,27140,3, , 
"      31,000", ,2009,2021, , 각산동,각산푸르지오1단지,1,2,84.929, ,425,27140,23, , 
"      34,500", ,2018,2021, , 각산동,각산서한이다음,1,3,84.9771, ,1177,27140,14, , 
"      35,400", ,2009,2021, , 각산동,각산푸르지오2단지,1,4,103.2727, ,400,27140,6, , 
"      32,700", ,2013,2021, , 각산동,대구혁신에듀포레,1,4,84.73, ,1061,27140,19, , 
"      41,000", ,2015,2021, , 각산동,대구혁신도시서한이다음2차,1,6,84.528, ,1030,27140,3, , 
"      24,500", ,2017,2021, , 각산동,대구혁신엘에이치4단지,1,6,59.75, ,1054,27140,5, , 
"      28,000", ,2013,2021, , 각산동,대구혁신에듀포레,1,7,74.9, ,1061,27140,12, , 
"      29,800", ,2009,2021, , 각산동,각산태영데시앙,1,7,84.9898, ,905,27140,4,21.03.03,O
"      29,800", ,2009,2021, , 각산동,각산태영데시앙,1,7,84.9898, ,905,27140,4, , 
"      31,000", ,2015,2021, , 각산동,대구혁신도시서한이다음,1,7,73.7, ,1029,27140,5, , 
"      27,000", ,2018,2021, , 각산동,각산서한이다음,1,8,59.9075, ,1177,27140,2, , 
"      12,300", ,2003,2021, , 각산동,영도행복한마을,1,9,59.7918, ,394,27140,5, , 
"      33,300", ,2013,2021, , 각산동,대구혁신에듀포레,1,9,84.73, ,1061,27140,10, , 
"      27,000", ,2009,2021, , 각산동,각산푸르지오2단지,1,9,75.8384, ,400,27140,7, , 
"      28,400", ,2009,2021, , 각산동,각산푸르지오1단지,1,9,84.929, ,425,27140,22, , 
"      28,400", ,2009,2021, , 각산동,각산푸르지오1단지,1,9,84.929, ,425,27140,22,21.03.08,O
"      36,000", ,2009,2021, , 각산동,각산푸르지오2단지,1,9,103.2727, ,400,27140,4, , 
"      34,300", ,2009,2021, , 각산동,각산태영데시앙,1,10,84.9898, ,905,27140,16, , 
"      10,900", ,1989,2021, , 각산동,성지각산,1,10,50.73, ,389-2,27140,5, , 
"      42,100", ,2009,2021, , 각산동,각산태영데시앙,1,11,135.4474, ,905,27140,12, , 
"      43,000", ,2009,2021, , 각산동,각산태영데시앙,1,11,135.4474, ,905,27140,5, , 
"      31,650", ,2013,2021, , 각산동,대구혁신에듀포레,1,11,84.73, ,1061,27140,7, , 
"      30,300", ,2009,2021, , 각산동,각산태영데시앙,1,11,84.9898, ,905,27140,5, , 
"       7,700", ,1989,2021, , 각산동,성지각산,1,12,48.07, ,389-2,27140,5, , 
"      36,000", ,2009,2021, , 각산동,각산푸르지오2단지,1,13,103.2727, ,400,27140,9, , 
"      30,000", ,2009,2021, , 각산동,각산푸르지오1단지,1,13,84.929, ,425,27140,7, , 
"      23,800", ,2017,2021, , 각산동,대구혁신엘에이치4단지,1,14,59.75, ,1054,27140,12, , 
"      23,000", ,2017,2021, , 각산동,대구혁신엘에이치4단지,1,14,59.75, ,1054,27140,15, , 
"      28,000", ,2015,2021, , 각산동,대구혁신도시서한이다음2차,1,15,64.3896, ,1030,27140,8, , 
"      28,800", ,2015,2021, , 각산동,대구혁신도시서한이다음,1,16,65.306, ,1029,27140,11, , 
"      28,500", ,2013,2021, , 각산동,대구혁신에듀포레,1,17,74.9, ,1061,27140,8, , 
"      43,100", ,2009,2021, , 각산동,각산태영데시앙,1,18,125.2206, ,905,27140,13, , 
"      34,500", ,2009,2021, , 각산동,각산푸르지오2단지,1,18,103.2727, ,400,27140,20, , 
"      24,800", ,2017,2021, , 각산동,대구혁신엘에이치4단지,1,18,59.75, ,1054,27140,10, , 
"      12,000", ,1989,2021, , 각산동,성지각산,1,20,53.37, ,389-2,27140,4, , 
"      29,500", ,2009,2021, , 각산동,각산푸르지오1단지,1,21,84.929, ,425,27140,22, , 
"      29,450", ,2009,2021, , 각산동,각산태영데시앙,1,21,84.9898, ,905,27140,1, , 
"      26,500", ,2016,2021, , 각산동,아트랑스102동,1,22,84.9462, ,377-20,27140,7, , 
"      24,000", ,2017,2021, , 각산동,대구혁신엘에이치4단지,1,22,59.75, ,1054,27140,5, , 
"      16,600", ,2016,2021, , 각산동,대구혁신도시서원프레시빌,1,23,49.5201, ,909,27140,5, , 
"      40,500", ,2009,2021, , 각산동,각산태영데시앙,1,23,125.2206, ,905,27140,17, , 
"      28,600", ,2013,2021, , 각산동,대구혁신에듀포레,1,24,74.9, ,1061,27140,18, , 
